,void-accessor controller,set collaborator,predicate set collaborator,property,property non-void-command factory collaborator,factory incidental,property command factory collaborator,get predicate controller,get set factory collaborator,property wrapper,constructor,get set factory,property non-void-command factory,get property,predicate non-void-command collaborator,get property factory wrapper,property set factory,predicate wrapper,get factory collaborator,wrapper stateless,get factory controller,void-accessor command,get predicate set,factory collaborator,get non-void-command collaborator,set factory,stateless,copy-constructor,get non-void-command,get set collaborator,command,property factory collaborator,incidental,predicate collaborator,destructor,property set collaborator,property factory wrapper,property set factory collaborator,non-void-command factory collaborator,get property set factory collaborator,get predicate set collaborator,void-accessor,predicate non-void-command,get property controller,property collaborator,get void-accessor collaborator,get non-void-command factory collaborator,property set,wrapper,collaborator stateless,get factory,unclassified,get predicate collaborator,factory controller stateless,factory wrapper stateless,get property factory collaborator,get void-accessor command collaborator,set factory collaborator,get predicate wrapper,get wrapper,get controller,get property non-void-command factory,void-accessor set collaborator,get predicate non-void-command,command collaborator,command empty,void-accessor command collaborator,get command collaborator,property non-void-command,get factory wrapper,get predicate non-void-command collaborator,get property command collaborator,get,get void-accessor controller,property factory,get collaborator,controller stateless,get predicate,factory collaborator stateless,get property collaborator,get property non-void-command,get property wrapper,void-accessor set,factory controller,property controller,get command,get property set,void-accessor wrapper,property factory controller,void-accessor collaborator,get property set collaborator,collaborator incidental,get property factory,get property factory controller,set,get property set factory,collaborator,get property non-void-command collaborator,get void-accessor,non-void-command,non-void-command collaborator,property non-void-command collaborator,get property non-void-command factory collaborator,predicate set,get non-void-command factory,property command collaborator,empty,predicate,controller,factory stateless,non-void-command factory,predicate controller,factory,get set,factory wrapper,factory collaborator incidental
better-genshin-impact (C#),0,0,0,1,3,0,0,0,0,0,27,0,0,0,3,0,0,1,0,23,0,0,0,0,2,0,0,0,1,0,8,2,1,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,18,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,9,0,0,0,0,0,0,2,0,0,1,0,0,0,0
ImageGlass (C#),7,237,4,15,12,0,0,0,1,19,224,0,0,2,42,0,0,4,0,146,0,1,0,1,8,0,6,1,18,4,316,4,31,3,15,4,3,1,8,0,0,1,32,0,17,0,0,0,126,4,0,7,0,11,2,0,0,0,0,3,0,0,1,0,831,0,38,0,17,0,1,0,69,0,0,102,36,1,10,3,0,1,0,3,18,0,0,3,2,2,0,74,0,0,113,0,12,8,0,32,114,106,0,1,0,0,9,13,28,0,0,2,0,1,0,0
Avalonia (C#),10,418,26,57,141,0,0,0,7,304,2160,0,0,1,171,8,0,77,1,1600,0,3,0,7,33,0,16,82,25,29,671,114,138,54,11,73,47,24,41,2,0,8,81,1,75,0,6,2,614,76,0,13,0,39,38,2,0,9,1,15,0,0,18,0,1624,0,115,0,112,0,2,0,82,0,18,95,2042,0,95,11,5,8,2,13,88,0,0,19,34,7,5,205,0,3,339,0,17,18,0,52,131,555,2,7,0,1,260,65,240,0,0,17,0,2,10,5
aspnetcore (C#),0,97,3,2,31,0,0,0,5,34,520,0,0,0,34,0,0,12,1,572,0,2,0,1,11,0,3,34,0,5,267,7,15,1,0,24,2,2,9,0,0,1,17,0,14,0,0,7,75,27,0,6,0,9,9,0,0,2,1,1,0,0,0,0,561,0,6,0,10,0,0,0,7,0,0,8,948,0,10,0,0,1,1,5,30,0,0,2,5,4,2,44,0,0,63,0,10,1,0,2,249,194,1,2,0,0,39,0,151,0,0,8,0,0,0,12
Unity3DTraining (C#),0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
UniTask (C#),0,15,1,0,82,0,0,0,3,11,203,0,0,0,19,0,0,0,0,57,0,1,0,0,2,0,2,3,0,2,94,167,5,0,1,1,3,1,6,0,0,0,7,0,5,0,1,0,11,4,0,2,0,0,0,1,0,1,0,1,0,0,0,0,77,0,3,0,9,0,0,0,3,0,0,7,113,0,0,0,0,0,0,0,0,0,0,1,1,0,0,8,1,1,13,0,0,1,0,1,37,195,2,3,0,0,13,3,11,0,0,0,0,1,1,0
PKHeX (C#),5,140,9,8,17,0,0,0,0,49,396,0,3,2,62,0,0,69,0,173,0,0,0,0,2,0,0,2,4,0,452,3,18,7,0,5,6,1,22,0,0,2,21,0,12,0,0,1,103,30,0,6,0,1,11,0,0,0,0,3,0,0,1,0,670,0,21,0,29,0,0,0,0,0,0,4,73,0,0,14,1,14,0,3,22,0,0,8,22,10,0,22,0,0,52,0,37,5,0,26,16,96,0,1,0,0,116,6,80,0,3,19,0,0,3,0
Emby.Plugins.JavScraper (C#),0,2,0,1,11,0,0,0,0,3,32,0,0,0,6,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,6,0,0,0,2,0,0,0,1,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2,7,31,1,0,0,0,0,0,0,0,0,1,0,0,0,0
xdm (C#),1,80,3,1,14,0,0,0,0,21,170,0,0,0,14,0,0,5,0,186,0,0,0,0,2,0,0,0,1,0,179,3,21,5,0,1,2,2,8,0,0,0,4,0,10,0,0,0,122,6,0,8,0,2,2,0,0,0,0,0,0,0,1,0,328,0,6,0,5,0,0,0,13,0,0,11,55,0,2,0,0,0,0,6,1,0,0,2,0,1,0,31,0,0,42,0,6,1,0,14,11,47,2,6,0,0,11,0,11,0,0,1,0,0,0,3
SophiApp (C#),10,11,3,0,0,0,0,0,0,26,101,0,0,0,8,0,0,4,0,16,0,0,0,0,0,0,0,1,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,18,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,12,0,1,0,0,0,3,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0
NaughtyAttributes (C#),0,1,0,0,1,0,0,0,0,1,45,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,6,0,2,0,0,0,17,0,0,16,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1
DnsServer (C#),1,103,0,8,53,0,0,0,3,18,173,0,0,1,44,0,0,8,0,43,0,1,0,0,3,0,0,16,0,0,120,0,45,0,0,5,1,0,20,1,0,0,18,0,7,0,0,0,17,20,0,2,0,1,2,0,0,1,0,0,0,0,0,0,252,0,2,0,17,0,0,0,170,0,0,200,26,1,2,11,0,0,0,4,24,0,0,0,12,0,0,15,0,0,124,0,4,4,0,7,53,94,1,0,0,0,18,12,39,0,0,7,0,0,0,0
Flurl (C#),0,1,0,0,1,0,0,0,0,5,52,0,0,0,0,0,0,0,0,89,0,0,0,0,14,0,1,1,7,1,3,0,2,0,0,2,2,0,2,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,14,0,0,0,10,0,0,0,2,0,0,2,65,0,2,0,0,0,0,1,3,0,0,1,0,0,0,1,0,0,5,0,0,2,0,1,66,35,2,1,0,0,2,0,4,0,0,0,0,1,1,0
Malware-Patch (C#),0,3,0,0,0,0,0,0,0,0,20,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,1,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0
RunCat_for_windows (C#),0,1,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
osu (C#),5,541,48,16,97,0,0,0,2,86,2345,0,2,0,385,0,0,39,0,685,0,6,0,6,8,0,12,26,1,6,2826,28,185,10,3,38,24,23,60,1,0,1,60,1,29,0,3,4,248,18,0,20,0,50,31,0,0,22,0,5,1,0,10,0,2352,0,76,1,48,0,0,0,1,0,0,4,477,0,35,10,0,2,0,10,30,0,0,2,18,7,1,116,0,0,653,0,27,7,0,48,129,297,4,8,0,0,176,10,145,0,0,14,0,1,0,21
WindowsCommunityToolkit (C#),9,205,2,37,48,0,0,0,5,398,616,0,0,5,61,0,1,50,0,931,0,4,0,3,43,0,15,10,5,9,356,29,239,11,4,17,22,6,42,2,0,0,77,0,57,0,4,0,545,36,1,5,0,14,10,3,0,6,0,17,3,0,14,0,826,0,73,0,111,0,2,0,100,0,0,82,382,4,6,4,4,2,0,13,44,0,1,4,1,6,0,188,0,0,132,0,14,17,0,25,162,343,2,3,0,0,43,48,83,0,0,3,0,8,3,2
DiscordChatExporter (C#),0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
serilog (C#),1,6,0,0,10,0,0,0,0,5,72,0,0,0,14,0,0,4,0,216,0,0,0,0,0,0,14,10,0,0,44,1,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,84,63,0,5,0,1,1,1,0,0,0,12,2,0,0,0,74,0,1,0,3,0,0,0,0,0,0,1,143,0,0,0,0,3,0,0,1,0,0,0,0,1,0,3,0,0,9,0,1,3,0,0,1,31,1,0,0,0,114,1,14,0,0,0,0,0,0,0
SSH.NET (C#),0,93,1,25,54,0,0,0,1,90,530,0,6,0,31,4,0,13,4,529,0,3,0,3,25,0,24,6,27,28,1612,38,151,8,24,4,4,1,8,0,0,1,30,4,77,0,1,0,767,12,0,22,0,2,11,0,0,0,0,1,1,17,0,0,1247,0,8,0,120,0,0,0,94,0,0,64,182,0,16,0,9,2,0,1,18,0,3,2,6,1,0,53,1,1,373,0,5,6,0,4,51,186,8,0,0,0,64,35,152,0,1,1,0,52,0,1
play-games-plugin-for-unity (C#),0,20,0,7,1,0,0,0,0,3,39,0,0,0,1,0,0,1,0,32,0,0,0,0,0,0,3,1,0,1,47,3,10,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,81,0,1,0,14,0,0,0,70,0,0,28,17,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,40,0,0,1,0,0,0,22,0,0,0,0,0,14,0,0,0,0,0,0,0,0
MessagePack-CSharp (C#),0,13,4,2,94,0,0,0,0,75,472,0,1,0,55,0,0,2,0,206,0,0,0,0,1,0,2,6,0,10,82,0,46,7,0,4,25,0,13,0,0,0,48,0,4,0,0,0,83,11,0,4,0,107,2,0,0,0,0,0,0,0,0,0,261,0,2,0,16,0,0,0,10,0,0,13,572,0,21,0,0,0,0,0,5,0,0,0,10,1,0,116,0,0,34,0,0,11,0,0,14,117,0,0,0,0,3,9,78,0,0,2,0,5,0,1
jellyfin (C#),4,38,2,3,131,0,0,0,0,72,665,0,0,1,121,0,0,11,0,238,0,3,0,1,7,0,0,195,0,1,107,2,63,7,0,15,5,9,62,0,0,0,36,0,17,0,0,0,108,12,0,1,0,16,24,0,0,7,0,0,0,0,0,0,366,0,34,0,42,0,0,0,7,0,0,5,291,0,12,0,2,12,0,2,39,0,0,1,5,1,1,101,0,0,70,0,0,6,0,3,262,846,0,1,0,0,9,8,113,0,0,9,0,2,2,12
C-Sharp-Algorithms (C#),0,42,0,15,30,0,0,0,0,8,106,0,0,0,99,0,0,1,0,21,0,2,0,3,17,0,9,11,0,0,64,8,50,2,0,2,0,1,18,0,0,1,6,1,18,0,0,0,3,27,0,0,0,5,0,0,0,0,0,2,0,0,8,0,130,0,10,0,12,0,2,0,44,0,0,55,33,0,0,1,3,1,0,14,15,0,0,0,1,1,0,55,0,0,17,0,0,4,0,0,9,151,0,0,0,0,1,18,2,0,0,10,0,3,2,0
OFGB (C#),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ant-design-blazor (C#),0,119,2,17,12,0,0,0,0,35,153,0,1,0,16,0,0,5,0,99,0,1,0,0,6,0,3,9,6,0,351,1,21,4,1,3,1,0,7,0,0,1,11,0,16,0,0,0,38,1,0,8,0,0,3,0,0,0,0,1,0,0,3,1,211,0,13,0,8,0,1,0,31,0,0,20,160,0,0,0,7,7,0,4,22,0,0,0,2,2,0,25,0,0,138,0,2,1,0,52,315,109,1,3,0,0,9,24,13,0,0,7,0,2,3,0
fluentui-blazor (C#),0,64,0,7,4,0,0,0,0,28,149,0,0,0,6,0,0,9,0,58,0,0,0,0,4,0,0,6,13,2,69,4,3,0,0,5,1,0,7,0,0,0,3,0,9,0,0,0,37,1,0,3,0,1,0,1,0,0,0,2,0,0,1,0,243,0,5,0,7,0,1,0,6,0,0,12,110,1,2,0,0,3,0,0,12,0,0,0,0,0,0,9,0,0,55,0,1,2,0,3,152,73,0,1,0,0,6,3,26,0,0,1,0,2,0,0
ShadowsocksR-Windows (C#),3,27,1,1,1,0,0,0,0,3,96,0,0,0,15,1,0,4,0,57,0,0,0,1,1,0,0,0,1,0,67,0,27,1,2,12,0,0,1,0,0,0,8,0,6,0,0,1,45,14,0,1,0,0,7,0,0,0,0,3,0,0,0,0,168,0,15,0,11,0,0,0,27,0,0,7,24,0,8,6,0,1,1,0,2,0,0,2,0,0,0,28,0,0,27,0,3,9,0,0,1,57,0,2,0,0,3,2,3,0,0,1,0,0,0,0
carnac (C#),0,2,1,0,3,0,0,0,1,5,34,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,7,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,0,0,0,2,0,1,0,8,0,2,5,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,8,8,1,0,0,0,1,2,14,0,0,3,0,0,0,0
FileConverter (C#),1,14,0,3,0,0,0,0,0,2,82,0,0,1,4,0,0,2,0,23,0,1,0,2,2,0,3,2,0,9,33,1,8,3,1,1,0,0,1,0,0,0,4,0,2,0,0,0,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,3,0,10,0,0,0,8,0,0,5,24,0,1,0,1,0,0,0,2,0,0,0,0,1,0,7,0,0,32,0,1,0,0,8,11,10,0,0,0,0,2,2,1,0,0,0,0,0,0,0
Humanizer (C#),0,1,0,0,0,0,0,0,0,1,12,0,0,1,0,0,0,0,0,170,0,1,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,0,12,0,0,0,0,0,0,0,288,0,0,0,0,3,0,0,15,0,0,0,0,0,0,17,0,0,0,0,1,9,0,0,0,21,0,0,0,0,1,0,1,0,0,0,0,0,0,0
MathUtilities (C#),2,4,0,1,1,0,0,0,0,4,21,0,0,0,2,0,0,1,0,17,0,2,0,1,0,0,0,0,1,0,113,4,4,0,0,2,1,0,1,0,0,0,1,0,0,0,0,1,22,0,0,2,0,0,2,0,0,0,0,1,0,0,1,0,46,0,2,0,2,0,0,0,1,0,0,1,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,41,0,0,0,0,0,4,11,0,0,0,0,3,0,6,0,0,0,0,0,0,0
sqlite-net (C#),0,3,0,0,10,0,0,0,0,5,36,0,0,0,1,0,0,0,0,98,0,0,0,1,1,0,1,1,2,0,16,3,1,0,2,2,0,0,2,0,0,0,0,0,1,0,0,0,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,83,0,0,0,7,0,0,0,0,0,0,3,125,0,0,0,0,0,0,3,2,0,0,0,1,0,0,2,0,0,4,0,0,0,0,0,1,79,0,0,0,0,2,1,2,0,0,0,0,0,1,0
Harmony (C#),0,5,1,0,5,0,0,0,0,5,75,0,2,1,3,0,0,1,0,61,0,0,0,1,11,0,0,1,7,8,40,0,7,0,0,5,1,1,3,0,0,0,0,0,3,0,0,4,12,0,0,0,0,1,0,0,0,0,0,3,1,1,0,0,28,0,4,0,0,0,0,0,0,0,0,1,117,0,20,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,21,0,0,0,0,13,0,6,0,0,0,0,5,0,0
NanUI (C#),0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
surging (C#),3,155,1,31,34,0,0,0,3,88,730,0,0,0,133,3,0,25,0,107,0,0,0,1,46,0,15,143,13,14,193,3,24,9,0,16,6,3,59,1,0,0,22,0,35,0,8,5,34,22,0,4,0,27,9,0,0,0,28,17,8,0,0,30,465,0,14,0,164,0,0,0,273,0,58,171,169,0,6,2,2,1,0,10,25,0,13,0,9,1,6,124,0,2,263,0,1,17,0,14,252,460,2,0,0,0,54,59,25,0,0,4,0,7,3,3
Ombi (C#),0,4,0,5,96,0,0,0,0,3,216,0,0,0,1,0,0,0,0,144,0,0,0,1,7,0,1,90,1,4,57,2,1,0,0,5,0,0,32,0,0,0,4,0,1,0,0,0,0,5,0,0,0,8,8,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,322,0,1,0,0,0,0,2,11,0,0,0,0,0,0,33,0,0,24,0,0,2,0,0,505,673,0,0,0,0,16,0,4,0,0,2,0,3,0,9
aspnetboilerplate (C#),5,70,2,8,94,0,0,0,0,47,1482,0,0,0,70,0,0,3,0,538,0,0,1,0,6,0,6,28,4,35,500,17,57,0,0,20,6,2,61,0,0,0,62,2,26,0,0,1,18,47,0,7,0,33,40,0,0,4,0,8,0,0,3,0,835,0,17,0,69,0,0,0,9,0,0,57,391,0,38,1,2,1,0,9,23,0,0,1,12,0,0,125,0,0,61,0,2,4,0,1,634,1249,0,0,0,0,126,3,19,0,0,7,0,0,1,18
MarkovJunior (C#),0,0,1,1,0,0,0,0,0,1,7,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0
ApplicationInspector (C#),0,0,0,0,2,0,0,0,1,1,45,0,0,0,2,0,0,0,0,12,0,0,0,0,2,0,0,2,0,0,14,0,1,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,0,0,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,4,0,0,0,1,0,0,1,0,0,5,0,0,0,0,1,4,15,0,0,0,0,2,0,71,0,0,0,0,0,1,1
opencvsharp (C#),6,4,2,4,43,0,0,0,0,228,434,0,20,0,27,0,0,24,0,484,0,3,0,0,52,0,11,44,12,1,295,14,9,0,2,3,37,10,42,0,0,0,72,1,7,0,0,1,169,1,0,4,0,1,2,0,0,0,0,3,0,0,0,0,165,0,12,0,342,0,0,0,3,0,0,5,74,0,0,0,0,0,0,3,20,0,0,4,2,0,0,0,0,0,8,0,1,0,0,235,21,205,0,1,0,0,3,7,28,0,0,4,0,1,65,0
NLog (C#),3,60,2,9,29,0,0,0,1,34,429,0,0,2,122,1,0,20,0,659,0,9,0,0,25,0,18,11,5,11,429,10,37,6,0,19,4,5,10,0,0,0,27,2,20,0,0,5,69,6,0,4,0,5,0,0,0,0,0,3,0,0,1,0,644,0,25,0,28,0,0,0,14,0,0,6,1101,1,4,3,5,4,0,3,31,0,1,1,7,0,7,35,0,0,58,0,2,9,0,20,34,197,1,4,0,0,32,4,101,0,0,7,0,3,1,0
MisakaTranslator (C#),0,14,0,1,1,0,0,0,0,3,67,0,0,0,4,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,22,0,5,0,6,23,0,0,1,0,0,0,10,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,96,0,4,0,5,0,0,0,19,0,0,1,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,22,0,4,2,0,0,6,5,0,0,0,0,3,0,7,0,0,0,0,0,0,0
spine-runtimes (C#),8,118,1,38,25,0,0,0,3,31,170,0,1,1,12,0,0,10,0,69,0,9,0,0,19,0,1,62,4,5,343,7,92,2,10,9,1,0,10,0,0,4,17,0,43,0,2,1,53,1,0,6,0,1,11,0,0,0,0,2,0,0,2,0,358,0,25,0,17,0,0,0,375,0,0,209,46,0,15,1,0,1,0,4,23,0,0,2,3,2,0,76,0,0,372,0,6,4,0,2,6,116,1,1,0,0,14,19,31,0,0,2,0,0,2,2
Covenant (C#),0,6,0,5,70,0,0,0,0,23,203,0,0,0,7,0,0,5,0,17,0,0,0,0,10,0,0,11,3,0,24,0,3,0,0,9,0,4,188,0,0,0,1,0,1,0,0,0,5,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0,17,0,0,0,15,0,0,0,3,0,0,3,9,0,0,0,0,0,0,0,8,0,0,0,0,0,1,8,0,0,11,0,0,0,0,0,36,415,0,0,0,0,5,0,2,0,0,0,0,5,0,0
MaterialDesignInXamlToolkit (C#),3,45,0,1,3,0,0,0,1,14,270,0,0,1,1,1,0,6,0,88,0,0,0,0,0,0,0,9,0,0,45,1,1,0,0,2,2,1,1,0,0,0,1,2,13,0,1,0,62,12,0,0,0,5,13,0,0,1,0,0,0,0,2,0,76,0,5,0,3,0,0,0,1,0,0,6,232,0,13,1,0,6,0,5,3,0,0,0,2,0,0,32,0,0,18,0,3,1,0,2,14,15,0,0,0,0,0,0,2,0,0,0,0,0,0,1
RulesEngine (C#),0,1,0,0,4,0,0,0,0,1,30,0,0,0,4,0,0,0,0,8,0,0,0,0,1,0,0,2,0,0,2,1,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,0,0,0,0,0,3,58,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,32,24,0,0,0,0,0,0,0,0,0,0,0,0,0,10
markdig (C#),3,12,1,6,1,0,0,0,0,15,179,0,0,0,21,0,0,8,0,1834,0,0,0,0,4,0,0,1,5,0,32,5,8,5,0,8,0,1,0,0,0,1,5,1,7,0,1,1,17,0,0,1,0,3,3,0,0,1,0,2,1,0,3,0,41,0,2,0,10,0,0,0,1,0,1,2,163,0,1,0,1,0,1,1,17,0,1,0,1,0,0,33,0,1,14,0,1,0,0,1,10,29,0,2,0,0,21,5,18,0,0,12,0,0,0,0
openhardwaremonitor (C#),4,117,0,46,36,0,0,0,2,48,328,0,0,5,24,0,0,11,0,52,0,2,0,2,2,0,2,12,1,1,236,8,59,10,2,2,7,0,13,0,0,0,18,1,48,0,0,3,76,3,0,1,0,4,1,0,0,2,0,0,0,0,2,0,349,0,43,0,62,0,0,0,208,0,0,157,33,0,10,9,0,1,0,2,21,0,0,3,6,3,0,43,0,0,150,0,9,8,0,22,14,101,0,1,0,0,75,18,60,0,0,3,0,0,3,2
Psychson (C#),0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
msbuild (C#),12,388,27,105,115,0,0,0,13,194,1614,0,2,7,302,1,0,74,0,2551,0,17,1,9,48,0,51,177,41,30,1491,72,192,15,10,31,18,13,133,0,0,1,302,2,109,0,4,16,600,140,0,31,0,23,21,0,0,5,1,79,0,0,5,2,2554,0,103,0,205,0,1,0,537,0,15,491,3052,2,67,3,8,23,0,28,117,0,7,8,13,1,3,140,2,1,471,1,20,7,0,112,48,700,2,25,0,0,368,62,782,0,6,28,0,28,5,2
Il2CppDumper (C#),0,1,2,6,4,0,0,0,0,3,21,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,9,1,11,0,0,3,0,0,4,1,0,0,4,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,28,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Dependencies (C#),0,23,1,34,6,0,0,0,9,84,172,0,0,0,12,0,0,18,0,43,0,0,0,0,4,0,0,5,1,4,13,2,23,0,3,4,0,0,1,0,0,0,5,0,6,0,0,1,109,4,0,1,0,3,1,0,0,0,0,2,0,0,0,0,119,0,12,0,8,0,0,0,32,0,0,70,26,0,3,0,0,0,0,1,3,0,0,0,2,0,0,28,0,0,24,0,6,1,0,0,0,21,0,0,0,1,17,11,4,0,0,0,0,0,0,1
Borderless-Gaming (C#),0,4,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,1,0,29,0,0,0,0,0,0,1,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,1,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50,0,3,0,1,0,0,0,1,0,0,0,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,1,0,0,5,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0
